Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
KG81168,Arizona,0,Basic,High School or Below,1/12/11,Employed,1,Rural,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
WU14549,Nevada,0,Premium,Master or more,1/11/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
XB17553,Nevada,0,Basic,High School or Below,1/30/11,Employed,1,Rural,Married,Personal ,Offer1,Agent,Sports Car,Small
MY88518,Nevada,1,Extended,Master or more,2/1/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
XE18554,California,0,Extended,High School or Below,2/6/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
NY97446,Oregon,0,Basic,High School or Below,1/6/11,Employed,0,Urban,Married,Corporate ,Offer2,Branch,Four-Door Car,Medsize
VT96364,California,0,Premium,High School or Below,1/28/11,Employed,1,Rural,Single,Personal ,Offer1,Agent,Four-Door Car,Small
ZY20779,Washington,0,Basic,High School or Below,1/29/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
NN65845,Washington,0,Basic,High School or Below,2/19/11,Unemployed,0,Urban,Married,Personal ,Offer4,Branch,Four-Door Car,Large
VC54081,Oregon,0,Basic,High School or Below,2/10/11,Unemployed,0,Rural,Married,Special ,Offer1,Branch,Four-Door Car,Medsize
CE94751,California,0,Basic,High School or Below,2/6/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize
VM85856,Oregon,1,Basic,Master or more,1/14/11,Employed,0,Rural,Single,Personal ,Offer2,Web,Four-Door Car,Medsize
EH37385,Arizona,0,Basic,Master or more,2/22/11,Employed,0,Urban,Married,Personal ,Offer1,Call Center,Sports Car,Medsize
FI45719,Arizona,0,Basic,Master or more,2/18/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
SB79528,Oregon,0,Basic,High School or Below,1/22/11,Unemployed,1,Urban,Single,Corporate ,Offer2,Branch,Two-Door Car,Medsize
WH81461,Nevada,0,Basic,High School or Below,1/29/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,SUV,Medsize
UD47050,Oregon,1,Extended,High School or Below,1/12/11,Employed,1,Urban,Single,Corporate ,Offer1,Agent,Four-Door Car,Medsize
XZ17273,Nevada,0,Basic,High School or Below,1/25/11,Employed,1,Rural,Married,Corporate ,Offer2,Web,Four-Door Car,Medsize
XR97812,California,0,Basic,High School or Below,2/22/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
BW88060,California,0,Basic,High School or Below,1/3/11,Unemployed,0,Urban,Married,Personal ,Offer1,Call Center,SUV,Medsize
CP32818,Oregon,0,Basic,High School or Below,2/21/11,Employed,1,Rural,Single,Personal ,Offer2,Agent,Sports Car,Small
CM52565,Nevada,0,Extended,High School or Below,2/16/11,Unemployed,0,Urban,Single,Corporate ,Offer2,Call Center,Four-Door Car,Medsize
YP40334,Oregon,0,Premium,Master or more,1/17/11,Unemployed,0,Rural,Single,Personal ,Offer2,Web,SUV,Medsize
KD63998,California,1,Basic,High School or Below,2/15/11,Employed,1,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Small
VC77127,California,0,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer4,Call Center,Four-Door Car,Medsize
AM30008,California,0,Basic,High School or Below,1/9/11,Employed,1,Urban,Single,Personal ,Offer4,Web,Luxury Car,Medsize
PC83755,Oregon,1,Basic,High School or Below,1/15/11,Employed,1,Rural,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize
XS22323,Arizona,1,Extended,High School or Below,1/12/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
YM43461,Washington,0,Premium,High School or Below,1/19/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Large
BH23017,Nevada,0,Basic,High School or Below,1/31/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Small
OD18225,California,0,Extended,High School or Below,1/18/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
VE31507,Oregon,0,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer2,Web,Four-Door Car,Medsize
NR18672,Nevada,0,Basic,High School or Below,1/24/11,Employed,1,Rural,Married,Personal ,Offer4,Agent,Two-Door Car,Large
DM76654,California,0,Extended,High School or Below,2/6/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,SUV,Large
YY11432,Oregon,0,Extended,High School or Below,2/1/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Medsize
BD77090,Washington,1,Basic,High School or Below,1/14/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,SUV,Medsize
XA75063,Oregon,0,Extended,High School or Below,1/9/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Sports Car,Medsize
PQ13422,Nevada,0,Extended,High School or Below,1/22/11,Employed,1,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Small
NA89685,Oregon,0,Basic,High School or Below,2/14/11,Employed,1,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
AL35726,Oregon,1,Extended,High School or Below,2/26/11,Employed,0,Rural,Married,Personal ,Offer2,Call Center,Two-Door Car,Large
WO70078,Oregon,0,Extended,High School or Below,1/3/11,Employed,0,Rural,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
CA56041,Nevada,0,Basic,High School or Below,2/16/11,Employed,0,Urban,Married,Personal ,Offer3,Call Center,SUV,Small
HI41970,Oregon,0,Basic,High School or Below,1/14/11,Employed,0,Rural,Married,Special ,Offer2,Call Center,Two-Door Car,Medsize
AU46443,Nevada,0,Basic,High School or Below,2/28/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Medsize
WC35554,Oregon,0,Basic,High School or Below,1/21/11,Employed,1,Urban,Married,Personal ,Offer1,Call Center,Sports Car,Medsize
JR10216,California,0,Basic,High School or Below,1/31/11,Unemployed,0,Urban,Married,Corporate ,Offer4,Web,Four-Door Car,Small
OH11674,Arizona,0,Basic,High School or Below,1/27/11,Employed,0,Urban,Single,Corporate ,Offer1,Branch,Two-Door Car,Small
US85318,Oregon,0,Basic,High School or Below,2/8/11,Employed,0,Urban,Single,Corporate ,Offer2,Call Center,Four-Door Car,Medsize
FS19862,Arizona,0,Basic,High School or Below,1/17/11,Unemployed,0,Urban,Married,Personal ,Offer3,Call Center,SUV,Small
ZP80713,Arizona,0,Basic,Master or more,1/9/11,Employed,0,Urban,Single,Personal ,Offer3,Branch,Two-Door Car,Medsize
OK50159,Arizona,0,Basic,High School or Below,1/6/11,Employed,0,Rural,Single,Personal ,Offer2,Call Center,Sports Car,Small
TP54769,California,0,Extended,High School or Below,2/27/11,Employed,0,Urban,Single,Corporate ,Offer1,Web,SUV,Medsize
FS49381,Oregon,0,Basic,High School or Below,1/26/11,Employed,0,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Medsize
DQ79499,Oregon,0,Extended,Master or more,2/11/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
NM62724,Washington,0,Basic,High School or Below,2/9/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,Two-Door Car,Medsize
VO25602,Nevada,0,Extended,High School or Below,2/6/11,Employed,0,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Small
EP93369,Arizona,0,Extended,High School or Below,1/8/11,Unemployed,0,Urban,Single,Personal ,Offer2,Branch,Sports Car,Medsize
DQ45854,Oregon,0,Basic,High School or Below,1/30/11,Employed,0,Rural,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
QG15661,Oregon,0,Basic,High School or Below,2/8/11,Employed,1,Rural,Single,Personal ,Offer4,Call Center,Four-Door Car,Medsize
YA80645,Oregon,0,Basic,High School or Below,1/2/11,Employed,0,Urban,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize
TW16499,California,0,Extended,High School or Below,2/28/11,Employed,1,Urban,Married,Corporate ,Offer4,Call Center,Two-Door Car,Small
UP97629,California,0,Extended,High School or Below,1/6/11,Unemployed,0,Urban,Married,Personal ,Offer3,Web,Four-Door Car,Medsize
NU42684,Nevada,0,Extended,High School or Below,1/28/11,Employed,0,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Medsize
FS42690,Washington,0,Extended,High School or Below,2/1/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
BM69818,Oregon,0,Extended,High School or Below,2/12/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Large
HK15299,California,0,Basic,High School or Below,1/28/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
NP88496,Nevada,0,Basic,High School or Below,1/5/11,Unemployed,0,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Large
SB99002,Oregon,0,Basic,High School or Below,2/1/11,Employed,0,Rural,Married,Corporate ,Offer4,Call Center,Four-Door Car,Medsize
VW82067,Washington,1,Basic,Master or more,2/3/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Small
JG30837,Oregon,0,Basic,High School or Below,1/19/11,Unemployed,1,Urban,Single,Corporate ,Offer4,Web,SUV,Medsize
AC22873,Arizona,0,Extended,High School or Below,2/3/11,Unemployed,0,Urban,Married,Special ,Offer1,Agent,SUV,Medsize
RO85831,Oregon,0,Basic,High School or Below,1/10/11,Employed,1,Urban,Single,Corporate ,Offer4,Agent,Luxury Car,Medsize
WT71621,Washington,0,Extended,High School or Below,2/2/11,Employed,0,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Medsize
OF24813,Washington,0,Basic,High School or Below,2/19/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,SUV,Medsize
GH31557,California,0,Basic,High School or Below,1/25/11,Employed,1,Urban,Single,Personal ,Offer2,Web,Two-Door Car,Small
WI89081,Washington,0,Extended,High School or Below,2/24/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
IO27771,Oregon,0,Premium,High School or Below,1/7/11,Employed,0,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Small
HB99061,Arizona,0,Extended,High School or Below,2/2/11,Employed,0,Rural,Married,Corporate ,Offer4,Branch,SUV,Medsize
HQ82089,Arizona,0,Premium,High School or Below,1/23/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
JN72184,Oregon,0,Basic,High School or Below,2/18/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
WQ46946,California,0,Extended,High School or Below,2/9/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
WJ44028,California,0,Extended,Master or more,1/23/11,Employed,1,Urban,Married,Personal ,Offer2,Web,Two-Door Car,Medsize
WH77063,Arizona,0,Premium,High School or Below,2/9/11,Employed,0,Urban,Married,Personal ,Offer4,Agent,Four-Door Car,Small
FI13966,Oregon,0,Premium,High School or Below,1/3/11,Employed,0,Urban,Married,Personal ,Offer3,Branch,Luxury SUV,Small
AQ46199,Oregon,0,Basic,High School or Below,1/7/11,Unemployed,1,Urban,Single,Personal ,Offer4,Web,Two-Door Car,Medsize
WV69362,Arizona,0,Extended,High School or Below,2/23/11,Unemployed,0,Urban,Single,Corporate ,Offer2,Call Center,Two-Door Car,Medsize
RJ90816,California,0,Extended,High School or Below,2/14/11,Employed,0,Rural,Married,Personal ,Offer2,Call Center,Four-Door Car,Small
NH19236,Arizona,0,Basic,Master or more,2/23/11,Unemployed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
VW88911,Oregon,0,Premium,High School or Below,2/13/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Large
NV14535,Nevada,1,Basic,High School or Below,2/18/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,SUV,Medsize
BM66931,Arizona,0,Basic,High School or Below,2/5/11,Employed,0,Urban,Married,Personal ,Offer2,Web,SUV,Medsize
JW24035,Oregon,0,Basic,High School or Below,1/13/11,Unemployed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
PG82270,California,0,Basic,High School or Below,2/9/11,Employed,1,Urban,Married,Personal ,Offer4,Branch,Four-Door Car,Small
RW65101,California,0,Basic,High School or Below,1/31/11,Unemployed,0,Urban,Single,Personal ,Offer3,Web,Four-Door Car,Medsize
QO79771,California,0,Extended,Master or more,2/10/11,Employed,0,Rural,Married,Personal ,Offer2,Call Center,Four-Door Car,Small
EC44438,Nevada,0,Basic,High School or Below,1/2/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Small
MW54213,Arizona,0,Basic,High School or Below,1/3/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
ZN33412,Arizona,0,Extended,High School or Below,2/1/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
HZ56678,Oregon,0,Basic,High School or Below,1/12/11,Unemployed,0,Urban,Single,Personal ,Offer4,Web,Four-Door Car,Large
AN36757,Oregon,0,Extended,Master or more,2/27/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
NB54665,Arizona,1,Basic,High School or Below,2/14/11,Employed,0,Rural,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize
MG99229,Oregon,0,Basic,High School or Below,2/4/11,Unemployed,1,Urban,Single,Corporate ,Offer2,Agent,Luxury Car,Small
MX76292,California,0,Basic,Master or more,2/13/11,Employed,0,Rural,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
EJ90880,California,0,Basic,High School or Below,1/25/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
WO95180,California,1,Basic,High School or Below,1/29/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
BU53191,Arizona,0,Basic,High School or Below,2/2/11,Employed,0,Rural,Single,Personal ,Offer1,Call Center,SUV,Small
ZK54897,Arizona,1,Premium,Master or more,1/26/11,Employed,1,Rural,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize
PP48389,California,0,Premium,High School or Below,2/25/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,Sports Car,Medsize
XD29421,Oregon,0,Basic,High School or Below,1/10/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Luxury Car,Large
OP26403,California,0,Basic,High School or Below,2/17/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Small
XK15687,Oregon,0,Extended,High School or Below,1/14/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Medsize
ED29955,California,0,Basic,High School or Below,1/15/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
QT84720,Oregon,0,Basic,High School or Below,1/3/11,Employed,0,Rural,Married,Corporate ,Offer1,Branch,Two-Door Car,Large
ZH35315,California,0,Basic,High School or Below,2/19/11,Unemployed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Large
EE76374,Nevada,0,Basic,High School or Below,1/29/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
RF72106,Washington,0,Basic,High School or Below,2/13/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Small
BS13111,Arizona,0,Basic,High School or Below,1/18/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
JP12645,Arizona,1,Basic,High School or Below,2/10/11,Employed,1,Urban,Single,Personal ,Offer1,Call Center,SUV,Medsize
ZF28570,Nevada,0,Premium,High School or Below,2/17/11,Employed,1,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Medsize
UU93074,California,0,Premium,High School or Below,1/5/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Luxury Car,Medsize
SZ60450,California,0,Extended,High School or Below,2/13/11,Employed,1,Rural,Married,Personal ,Offer3,Agent,Two-Door Car,Medsize
HL63895,Arizona,0,Basic,Master or more,1/18/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
UD27196,Arizona,0,Extended,High School or Below,1/22/11,Employed,1,Urban,Married,Personal ,Offer3,Branch,Luxury Car,Small
OU53351,Arizona,0,Basic,High School or Below,2/18/11,Employed,1,Urban,Married,Corporate ,Offer4,Agent,Four-Door Car,Small
SX50964,Arizona,0,Basic,High School or Below,1/24/11,Employed,0,Urban,Married,Corporate ,Offer2,Branch,Two-Door Car,Small
RP30093,Oregon,0,Premium,High School or Below,1/23/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
BK73302,California,0,Extended,High School or Below,2/17/11,Employed,1,Urban,Single,Corporate ,Offer2,Web,Four-Door Car,Medsize
CS93971,Arizona,1,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Small
RG13940,California,1,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Large
ZG94155,Oregon,0,Extended,High School or Below,2/24/11,Unemployed,1,Rural,Married,Personal ,Offer1,Branch,Two-Door Car,Large
QN15356,Arizona,0,Basic,High School or Below,2/12/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Large
MZ16820,Nevada,0,Premium,High School or Below,1/11/11,Employed,1,Urban,Married,Corporate ,Offer2,Call Center,Four-Door Car,Small
DO98345,Oregon,0,Extended,High School or Below,2/28/11,Employed,1,Urban,Married,Personal ,Offer2,Web,Two-Door Car,Medsize
EQ69638,Washington,0,Extended,High School or Below,1/15/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,Four-Door Car,Small
UK76814,Oregon,0,Basic,Master or more,2/25/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
SR30440,California,0,Basic,High School or Below,1/13/11,Employed,0,Urban,Married,Personal ,Offer3,Branch,SUV,Medsize
XE66367,Oregon,1,Extended,High School or Below,2/20/11,Employed,1,Rural,Single,Special ,Offer1,Agent,Four-Door Car,Medsize
SZ70655,California,0,Basic,High School or Below,1/31/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,Two-Door Car,Large
LX99948,Washington,0,Basic,Master or more,2/18/11,Employed,0,Urban,Married,Personal ,Offer4,Branch,SUV,Small
DK98861,Arizona,0,Basic,High School or Below,1/18/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,SUV,Medsize
JX14364,Oregon,0,Basic,High School or Below,2/24/11,Employed,1,Urban,Married,Personal ,Offer1,Call Center,SUV,Medsize
LI85491,Oregon,0,Basic,High School or Below,1/1/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Small
JY87538,Oregon,0,Basic,High School or Below,1/14/11,Employed,0,Urban,Single,Personal ,Offer1,Web,SUV,Medsize
VE55982,Nevada,0,Basic,High School or Below,1/1/11,Employed,1,Urban,Single,Corporate ,Offer1,Call Center,Two-Door Car,Medsize
WK99918,Oregon,1,Extended,Master or more,1/30/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,SUV,Medsize
XP16538,Arizona,0,Basic,High School or Below,2/3/11,Employed,0,Urban,Single,Corporate ,Offer2,Agent,SUV,Small
HW42900,California,0,Extended,High School or Below,1/29/11,Employed,1,Urban,Married,Corporate ,Offer1,Web,Four-Door Car,Small
JG84729,Arizona,0,Basic,High School or Below,1/20/11,Unemployed,0,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
UX71137,Washington,0,Premium,Master or more,2/5/11,Employed,0,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Medsize
ND29059,Oregon,0,Extended,High School or Below,2/26/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
HC76653,Oregon,0,Basic,High School or Below,1/7/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
SG73822,California,0,Premium,High School or Below,2/2/11,Employed,0,Rural,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
CB44654,Arizona,0,Basic,High School or Below,2/28/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
MQ15074,Washington,0,Basic,High School or Below,2/1/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
YJ43481,Arizona,0,Basic,High School or Below,1/4/11,Employed,0,Urban,Single,Corporate ,Offer1,Call Center,SUV,Medsize
TP15362,Oregon,0,Extended,High School or Below,2/5/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
YX90754,Nevada,0,Basic,High School or Below,2/20/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize
TQ32702,Nevada,0,Extended,High School or Below,1/27/11,Employed,0,Urban,Married,Corporate ,Offer3,Branch,Four-Door Car,Medsize
TS50305,California,0,Basic,High School or Below,2/27/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Medsize
BY22068,Arizona,0,Extended,High School or Below,2/18/11,Employed,1,Urban,Married,Corporate ,Offer4,Agent,Luxury SUV,Medsize
TJ48439,Oregon,0,Basic,High School or Below,1/18/11,Unemployed,0,Urban,Single,Personal ,Offer3,Branch,Two-Door Car,Small
TE61015,Oregon,0,Basic,High School or Below,1/25/11,Unemployed,1,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Medsize
RD89159,Oregon,1,Premium,High School or Below,1/3/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
VW86720,Oregon,0,Basic,High School or Below,1/5/11,Unemployed,0,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Small
UM76485,Oregon,0,Basic,High School or Below,1/28/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,SUV,Medsize
LS62045,Oregon,0,Basic,High School or Below,1/27/11,Employed,0,Urban,Married,Personal ,Offer4,Web,Four-Door Car,Large
ZG84862,Nevada,0,Basic,High School or Below,1/6/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Small
CD76093,Nevada,0,Basic,High School or Below,1/22/11,Employed,1,Urban,Married,Corporate ,Offer4,Call Center,Luxury Car,Medsize
FO99259,California,0,Premium,High School or Below,1/26/11,Unemployed,1,Urban,Single,Personal ,Offer4,Call Center,Four-Door Car,Medsize
KN87338,Oregon,0,Basic,High School or Below,2/19/11,Employed,0,Rural,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize
LT89398,California,0,Extended,High School or Below,1/13/11,Unemployed,1,Urban,Married,Personal ,Offer4,Web,Four-Door Car,Small
NZ19529,Arizona,0,Extended,High School or Below,2/22/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,SUV,Medsize
PR41853,Arizona,0,Basic,High School or Below,1/2/11,Unemployed,0,Rural,Married,Corporate ,Offer1,Agent,Sports Car,Medsize
LH92841,Washington,0,Extended,High School or Below,2/5/11,Employed,0,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
XR84971,Oregon,0,Extended,Master or more,2/18/11,Employed,0,Rural,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
BP83941,Arizona,0,Basic,Master or more,2/21/11,Unemployed,0,Urban,Married,Personal ,Offer3,Web,SUV,Medsize
PY80449,Arizona,0,Extended,High School or Below,1/29/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Sports Car,Medsize
ET22260,Nevada,0,Extended,Master or more,1/29/11,Unemployed,1,Rural,Single,Corporate ,Offer1,Web,Four-Door Car,Medsize
OF47250,California,0,Basic,Master or more,2/15/11,Employed,0,Rural,Single,Personal ,Offer2,Call Center,SUV,Medsize
WB58031,California,0,Basic,High School or Below,2/20/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
UV80201,Oregon,0,Basic,High School or Below,2/16/11,Unemployed,0,Urban,Single,Personal ,Offer1,Call Center,Sports Car,Medsize
PY10605,Arizona,0,Basic,High School or Below,1/23/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
JI82682,California,0,Basic,High School or Below,1/3/11,Unemployed,0,Urban,Married,Personal ,Offer1,Web,Four-Door Car,Medsize
BU14748,Arizona,0,Extended,High School or Below,2/14/11,Employed,1,Urban,Married,Personal ,Offer4,Agent,Two-Door Car,Medsize
QS75550,Washington,0,Basic,High School or Below,1/7/11,Employed,0,Urban,Single,Corporate ,Offer1,Branch,Two-Door Car,Medsize
LD26428,Oregon,0,Basic,High School or Below,2/14/11,Unemployed,1,Urban,Single,Corporate ,Offer2,Branch,Four-Door Car,Medsize
MY43761,California,0,Extended,High School or Below,2/23/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,SUV,Large
LO77543,Washington,1,Basic,High School or Below,2/25/11,Employed,1,Urban,Single,Special ,Offer1,Agent,Two-Door Car,Medsize
GY55415,Nevada,0,Premium,High School or Below,2/27/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Web,SUV,Medsize
IB42395,Nevada,0,Premium,High School or Below,1/18/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Agent,SUV,Medsize
ZU74482,Oregon,1,Basic,High School or Below,2/6/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
NL74789,California,0,Premium,High School or Below,2/14/11,Unemployed,0,Urban,Single,Special ,Offer1,Branch,Two-Door Car,Medsize
YU86594,Oregon,0,Basic,High School or Below,2/10/11,Employed,1,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
QN37451,California,0,Basic,High School or Below,1/29/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Branch,Luxury Car,Medsize
HS28694,Washington,0,Basic,High School or Below,2/19/11,Employed,0,Rural,Married,Personal ,Offer4,Branch,Two-Door Car,Medsize
IL83479,Oregon,0,Extended,High School or Below,1/2/11,Employed,0,Urban,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize
EF87528,Arizona,1,Basic,High School or Below,1/1/11,Unemployed,1,Urban,Married,Special ,Offer2,Agent,Two-Door Car,Medsize
IV74747,California,0,Extended,Master or more,1/12/11,Unemployed,1,Urban,Single,Corporate ,Offer4,Web,Four-Door Car,Medsize
JZ81608,Oregon,0,Extended,High School or Below,2/10/11,Employed,1,Rural,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize
EO40136,Arizona,0,Basic,High School or Below,1/24/11,Employed,0,Urban,Single,Personal ,Offer2,Web,Four-Door Car,Small
ZR40902,Oregon,0,Premium,High School or Below,1/15/11,Unemployed,0,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Small
PO89542,Oregon,0,Basic,High School or Below,2/28/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
FX57380,California,1,Basic,High School or Below,2/17/11,Employed,0,Urban,Single,Personal ,Offer2,Web,Two-Door Car,Medsize
NM22175,Oregon,0,Premium,High School or Below,1/9/11,Unemployed,1,Urban,Married,Personal ,Offer2,Branch,SUV,Large
BC97773,Nevada,0,Basic,Master or more,2/17/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Large
MN34012,Arizona,0,Basic,High School or Below,2/25/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
KY29506,California,0,Premium,High School or Below,2/27/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Small
LC44944,Washington,0,Premium,Master or more,1/21/11,Unemployed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
HC20975,Arizona,0,Basic,High School or Below,1/19/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Large
